project_id,source_row,source_slug,project_name,raw_developer,developer_family,mapping_basis,mapping_confidence,legal_contracting_seller,legal_seller_status,operator_or_brand_signal,district_raw,property_type_raw,location_type_evidence,official_group_source,official_project_source,source_path,source_layer,source_project_path,source_verified_at,inventory_status,registration_enabled,commercial_status,next_action,notes
PHK-P-030063b2ce2b,105,ap-grand-rezidens,АП Гранд Резиденс,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Камала,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ap-grand-rezidens,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-be6615cbc733,106,areka-pul-villa,Арека Пул Вилла,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=areka-pul-villa,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-31cc3511e1be,107,aristo,Аристо,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Сурин,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=aristo,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-3163fb51aa43,108,aristo-2,Аристо 2,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Сурин,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=aristo-2,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-c9a0b911fa8a,109,aristo-patong,Аристо Патонг,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Патонг,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=aristo-patong,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-51d1146b10c2,110,aspasiya,Аспасия,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Ката · Карон,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=aspasiya,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-7d8aa9ea7dfe,111,atika,Атика,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Патонг,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=atika,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-a7f1934449db,112,aura-kondominium-ravai,Аура Кондоминиум Раваи,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Раваи,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=aura-kondominium-ravai,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-ec8cd042df4d,113,ashira-villas,Ашира Виллас,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ashira-villas,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-503033588588,114,aela-palai,Аэла Палаи,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Чалонг,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=aela-palai,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-e47455258e81,115,aelita,Аэлита,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=aelita,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-ca7b8ac7b832,116,ayana-villa,Аяна Вилла,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Лаян,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ayana-villa,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-3c223d2af49c,117,ayana-haits-sivyu-rezidens,Аяна Хайтс Сивью Резиденс,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ayana-haits-sivyu-rezidens,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-fb0343812207,118,ayara-surin,Аяра Сурин,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Сурин,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ayara-surin,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-0a3064825ac1,119,baan-bua,Баан Буа,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Най Харн,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-bua,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-635031525378,120,baan-vana,Баан Вана,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-vana,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-5e043f171253,121,baan-maikao,Баан Майкао,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Май Кхао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-maikao,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-7b67d6f04076,122,baan-mandala-villas,Баан Мандала Виллас,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-mandala-villas,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-b78a46493db0,123,baan-maprao,Баан Мапрао,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Мыс Яму,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-maprao,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-bcab723d6c2d,124,baan-puri,Баан Пури,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Сурин,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-puri,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-2cf5ab1bb830,125,baan-tai-surin-gardens,Баан Тай Сурин Гарденс,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Сурин,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-tai-surin-gardens,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-abba3b780a1b,126,baan-tai-surin-hill,Баан Тай Сурин Хилл,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Сурин,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-tai-surin-hill,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-fad001679678,127,baan-chai-nam,Баан Чай Нам,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Сурин,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-chai-nam,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-522257cb3b26,128,baan-yamu,Баан Яму,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Мыс Яму,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baan-yamu,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-676dd70eda85,129,baba-bich-klab,Баба Бич Клаб,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Пхукет,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=baba-bich-klab,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-fa508fb7fa78,130,bai-ze-leik,Бай Зе Лэйк,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Най Харн,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=bai-ze-leik,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-7c3de9c88a35,131,balko,Балко,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=balko,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-5e6e52141ba2,132,bambu-forest,Бамбу Форест,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Лаян,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=bambu-forest,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-f2648a28566a,133,bangtao-bich-gardens,Бангтао Бич Гарденс,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=bangtao-bich-gardens,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-bfdd3d625670,134,bangtao-tropikal-rezidens,Бангтао Тропикал Резиденс,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=bangtao-tropikal-rezidens,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-2a6c5525b4a9,135,bandali-sisaid-esteit,Бандали Сисайд Эстейт,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=bandali-sisaid-esteit,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-75a446f67cb7,136,banyan-tri-bich-rezidens,Баньян Три Бич Резиденс,Laguna / Banyan,unknown,unmapped_raw_developer_candidate,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=banyan-tri-bich-rezidens,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-889d39d196e9,137,banyan-tri-grand-rezidens-oushnfront-villas,Баньян Три Гранд Резиденс Оушнфронт Виллас,Laguna / Banyan,unknown,unmapped_raw_developer_candidate,unknown,unknown,not_verified,unknown,Банг Тао,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=banyan-tri-grand-rezidens-oushnfront-villas,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-520ba8801826,138,banyan-tri-grand-rezidenses,Баньян Три Гранд Резиденсес,Laguna / Banyan,unknown,unmapped_raw_developer_candidate,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=banyan-tri-grand-rezidenses,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-515f6421177d,139,banyan-tri-okeanus,Баньян Три Океанус,Laguna / Banyan,unknown,unmapped_raw_developer_candidate,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=banyan-tri-okeanus,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-e4747f300e4c,140,banyan-tri-sivyu-rezidens,Баньян Три Сивью Резиденс,Laguna / Banyan,unknown,unmapped_raw_developer_candidate,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=banyan-tri-sivyu-rezidens,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-1b4a17af6744,141,banyan-tri-terras,Баньян Три Террас,Laguna / Banyan,unknown,unmapped_raw_developer_candidate,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=banyan-tri-terras,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-88004887f5a0,142,bel-vyu-lagun,Бель Вю Лагун,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=bel-vyu-lagun,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-6849b2690600,143,belvyu-bichfront,Бельвю Бичфронт,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=belvyu-bichfront,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-29555b65d8d5,144,bichfront-blis,Бичфронт Блис,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Най Янг,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=bichfront-blis,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-9388dabf6940,145,blyupoint-kondos,Блюпойнт Кондос,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Патонг,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=blyupoint-kondos,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-92d85879f2c3,146,botanika-bangtao-bich,Ботаника Бангтао Бич,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanika-bangtao-bich,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-e519f6a0fa69,147,botanika-grand-avenyu,Ботаника Гранд Авеню,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-grand-avenyu,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-63de4884ea53,148,botanika-ze-valei,Ботаника Зе Валей,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanika-ze-valei,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-05d40ed793bb,149,botanika-ze-neicher,Ботаника Зе Нэйчер,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanika-ze-neicher,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-1910a7f52aa3,150,botanika-laksheri,Ботаника Лакшери,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanika-laksheri,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-5a7ce8462bb1,151,botanika-leiksaid,Ботаника Лейксайд,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-leiksaid,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-12b3834cb3ff,152,botanika-leiksaid-ii,Ботаника Лейксайд II,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Лаян,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-leiksaid-ii,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-8024e50b7697,153,botanika-modern-loft,Ботаника Модерн Лофт,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-modern-loft,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-bc9519351f80,154,botanika-modern-loft-ii,Ботаника Модерн Лофт II,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-modern-loft-ii,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-223613ac349e,155,botanika-montazur,Ботаника Монтазур,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Камала,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-montazur,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-6bf9aa86a803,156,botanika-prestizh,Ботаника Престиж,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Лаян,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanika-prestizh,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-61646cbaae7b,157,botanika-pru-dzhampa,Ботаника Пру Джампа,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-pru-dzhampa,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-1c36aab05dcd,158,botanika-skai-vallei,Ботаника Скай Валлей,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-skai-vallei,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-555628d44686,159,botanika-tonino-oushen-valli,Ботаника Тонино Оушен Валли,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanika-tonino-oushen-valli,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-12b8cf9286d9,160,botanika-faza-2,Ботаника Фаза 2,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanika-faza-2,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-43a8f76856a7,161,botanika-faza-4,Ботаника Фаза 4,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanika-faza-4,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-7cc59100c6d8,162,botanika-foresta,Ботаника Фореста,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-foresta,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-11a0aa5fdfb6,163,botanika-foresta-2,Ботаника Фореста 2,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-foresta-2,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-941a5bb461da,164,botanika-forestik,Ботаника Форестик,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-forestik,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-6b9c21634f18,165,botanika-hait,Ботаника Хайт,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-hait,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-c04d390d8042,166,botanika-hillsaid,Ботаника Хиллсайд,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanika-hillsaid,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-2a732fd4f39f,167,botanika-chetyre-sezona,Ботаника Четыре Сезона,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanika-chetyre-sezona,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-6031a8ce97d8,168,bout-lagun,Боут Лагун,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=bout-lagun,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-d867829714e3,169,briana-laksheri,Бриана Лакшери,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Най Харн,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=briana-laksheri,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-09be9ed90777,170,briz-villas,Бриз Виллас,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=briz-villas,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
