queue_id,entity_type,name,country,location,website,contact,source,priority,status,created_at
MEGA-0306,developer,Van Phuc Group,Vietnam,Vietnam,https://vanphucgroup.com/,unknown,https://vanphucgroup.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0307,developer,Hung Thinh Land,Vietnam,Vietnam,https://hungthinhland.com/,unknown,https://hungthinhland.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0308,developer,Muong Thanh Group,Vietnam,Vietnam,https://muongthanh.com/,unknown,https://muongthanh.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0309,developer,T&T Group,Vietnam,Vietnam,https://ttgroup.com.vn/,unknown,https://ttgroup.com.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0310,developer,Taseco Land,Vietnam,Vietnam,https://tasecoland.vn/,unknown,https://tasecoland.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0319,developer,The Ozone Group Phuket,Thailand,Phuket,https://ozonephuket.com/,sales@theozonegroupphuket.com,https://ozonephuket.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0321,developer,Anchan Villas / Pearl Island Property,Thailand,Phuket,https://anchanvillas.com/,info@anchanvillas.com,https://anchanvillas.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0325,developer,Phuket9,Thailand,Phuket,https://phuket9.com/,sales@phuket9.com,https://phuket9.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0326,developer,Magnum Development,Indonesia,Bali,https://magnumdevelopments.com/,unknown,https://magnumdevelopments.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0327,developer,Hatten Land,Indonesia,Bali,https://hattenland.com/,unknown,https://hattenland.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0328,developer,Kura Kura Bali / BTID,Indonesia,Bali,https://kurakurabali.com/,unknown,https://kurakurabali.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0329,developer,Nuanu,Indonesia,Bali,https://nuanu.com/,unknown,https://nuanu.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0330,developer,Bali National Golf Club / ITDC,Indonesia,Bali,https://www.itdc.co.id/,unknown,https://www.itdc.co.id/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0331,developer,Ciputra Development,Indonesia,Bali,https://ciputradevelopment.com/,unknown,https://ciputradevelopment.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0332,developer,Sinar Mitbana Mas,Indonesia,Bali,https://www.sinarmitbana.co.id/,unknown,https://www.sinarmitbana.co.id/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0333,developer,Synthesis Development,Indonesia,Bali,https://synthesis-development.id/,unknown,https://synthesis-development.id/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0334,developer,MNC Land,Indonesia,Bali,https://mncland.com/,unknown,https://mncland.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0335,developer,PT Bali Ragawisata,Indonesia,Bali,https://www.baliragawisata.com/,unknown,https://www.baliragawisata.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0336,developer,The Mulia Bali,Indonesia,Bali,https://www.themulia.com/bali,unknown,https://www.themulia.com/bali,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0337,developer,Bvlgari Resort Bali,Indonesia,Bali,https://www.bulgarihotels.com/en_US/bali,unknown,https://www.bulgarihotels.com/en_US/bali,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0338,developer,Six Senses Uluwatu,Indonesia,Bali,https://www.sixsenses.com/en/resorts/uluwatu-bali,unknown,https://www.sixsenses.com/en/resorts/uluwatu-bali,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0339,developer,Raffles Bali,Indonesia,Bali,https://www.raffles.com/bali/,unknown,https://www.raffles.com/bali/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0340,developer,Mandarin Oriental Bali,Indonesia,Bali,https://www.mandarinoriental.com/en/nusa-dua,unknown,https://www.mandarinoriental.com/en/nusa-dua,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0341,developer,The Apurva Kempinski Bali,Indonesia,Bali,https://www.kempinski.com/en/the-apurva-kempinski-bali,unknown,https://www.kempinski.com/en/the-apurva-kempinski-bali,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0342,developer,The Westin Resort Nusa Dua,Indonesia,Bali,https://www.marriott.com/en-us/hotels/dpswi-the-westin-resort-nusa-dua-bali/overview/,unknown,https://www.marriott.com/en-us/hotels/dpswi-the-westin-resort-nusa-dua-bali/overview/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0343,developer,Bali Tourism Development Corporation,Indonesia,Bali,https://www.itdc.co.id/,unknown,https://www.itdc.co.id/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0344,developer,Tanah Lot Bali,Indonesia,Bali,https://www.tanahlotbali.com/,unknown,https://www.tanahlotbali.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0345,developer,Bali Property Partners / Expatriate Indonesia,Indonesia,Bali,https://www.expatindonesia.com/,unknown,https://www.expatindonesia.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0346,developer,Botanica Luxury Villas,Thailand,Phuket,https://www.botanicaluxuryvilla.com/,info@botanicaluxuryvilla.com,https://www.botanicaluxuryvilla.com/agent_club/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0347,developer,Sansiri,Thailand,Phuket,https://sansiri.com/,internationalbuyers@sansiri.com,https://www.sansiri.com/agent-recruitment/en/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0348,developer,Aquella,Thailand,Phuket,https://aquella.com/,sales@aquella.com,https://aquella.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0349,developer,Laguna Phuket / Laguna Residences,Thailand,Phuket,https://www.lagunaphuket.com/,SILK@lagunaphuket.com,https://www.lagunaphuket.com/contact-us/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0350,developer,Fivewood Estate / Annara Residences,Thailand,Phuket,https://www.annaragroup.com/,unknown,https://www.annaragroup.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0351,developer,Wallaya Villas,Thailand,Phuket,https://www.wallayavillas.com/,unknown,https://www.wallayavillas.com/privacy-policy/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0352,developer,Supalai,Thailand,Phuket,https://www.supalai.com/,unknown,https://www.supalai.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0353,developer,Rhom Bho Property PCL,Thailand,Phuket,https://www.thetitleresidence.com/,Head office / IR,https://investor.rhombho.co.th/en/information-inquiry/contact,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0354,developer,AssetWise PCL,Thailand,Phuket,https://assetwise.co.th/en/,General contact form,https://assetwise.co.th/en/contact/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0355,developer,Botanica Luxury Phuket,Thailand,Phuket,https://botanicaluxury.com/en,Sales,https://botanicaluxury.com/en,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0356,developer,Sansiri PCL,Thailand,Phuket,https://www.sansiri.com/,Investor/business enquiry,https://investor.sansiri.com/th/information-inquiry/contact,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0357,developer,Origin Property PCL,Thailand,Phuket,https://origin.co.th/,Corporate contact,https://origin.co.th/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0358,developer,"Andaman Asset Solution Co., Ltd.",Thailand,Phuket,https://andamanassetsolution.com/,Sales Director Mr. Sunthorn A. (Nhong),https://andamanassetsolution.com/contact/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0359,developer,"VIP Property Development Co., Ltd.",Thailand,Phuket,https://www.vipthailand.com/,Marketing / Sales,https://www.vipthailand.com/contact/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0360,developer,"Phuket9 Real Estate Development Co., Ltd.",Thailand,Phuket,https://phuket9.com/,Sales,https://phuket9.com/ ; https://ru.phuket9.com/contacts,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0361,developer,Sri panwa Residence,Thailand,Phuket,https://www.sripanwaresidence.com/,Residence sales,https://www.sripanwaresidence.com/contact,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0362,developer,Layan Green Park,Thailand,Phuket,https://layan.greenparkphuket.com/,unknown,https://layan.greenparkphuket.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0363,developer,Layan Verde,Thailand,Phuket,https://layanverde.com/,unknown,https://layanverde.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0364,developer,Trichada Villas,Thailand,Phuket,https://trichada.com/,unknown,https://trichada.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0365,developer,Habitat Group,Thailand,Phuket,https://www.habitatgroup.co.th/,unknown,https://www.habitatgroup.co.th/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0366,developer,Arthouse Group,Thailand,Phuket,https://arthousegroup.com/,unknown,https://arthousegroup.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0367,developer,VIP Thailand Group,Thailand,Phuket,https://vipthailandgroup.com/,unknown,https://vipthailandgroup.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0368,developer,Andaman Riviera,Thailand,Phuket,https://andamanriviera.com/,unknown,https://andamanriviera.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0369,developer,The Residence Prime,Thailand,Phuket,https://theresidenceprime.com/,unknown,https://theresidenceprime.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0370,developer,The Niche Estates,Thailand,Phuket,https://thenicheestates.com/,unknown,https://thenicheestates.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0371,developer,Eden Development Phuket,Thailand,Phuket,https://edenphuket.com/,unknown,https://edenphuket.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0372,developer,7th Heaven Phuket,Thailand,Phuket,https://7thheavenphuket.com/,unknown,https://7thheavenphuket.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0373,developer,Royal Phuket Marina,Thailand,Phuket,https://www.royalphuketmarina.com/,unknown,https://www.royalphuketmarina.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0374,developer,MontAzure,Thailand,Phuket,https://www.montazure.com/,unknown,https://www.montazure.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0375,developer,Marriott Residences Phuket,Thailand,Phuket,https://www.marriottresidencesphuket.com/,unknown,https://www.marriottresidencesphuket.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0376,developer,Rosewood Phuket Residences,Thailand,Phuket,https://www.rosewoodhotels.com/en/phuket,unknown,https://www.rosewoodhotels.com/en/phuket,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0377,developer,Cassia Phuket Residences,Thailand,Phuket,https://www.cassiaresidences.com/,unknown,https://www.cassiaresidences.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0378,developer,The Palm Residences Phuket,Thailand,Phuket,https://thepalmresidences.com/,unknown,https://thepalmresidences.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0379,developer,Chalong Miracle Lakeview,Thailand,Phuket,https://chalongmiracle.com/,unknown,https://chalongmiracle.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0380,developer,The Title Heritage,Thailand,Phuket,https://thetitleresidence.com/,unknown,https://thetitleresidence.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0381,developer,The Title Legendary,Thailand,Phuket,https://thetitleresidence.com/,unknown,https://thetitleresidence.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0382,developer,The Title Serenity,Thailand,Phuket,https://thetitleresidence.com/,unknown,https://thetitleresidence.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0383,developer,Origin Residences Bangtao,Thailand,Phuket,https://origin.co.th/,unknown,https://origin.co.th/en/origin-agent-club,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0384,developer,SO Origin Bangtao Beach,Thailand,Phuket,https://origin.co.th/,unknown,https://origin.co.th/en/origin-agent-club,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0385,developer,The Base Cherngtalay,Thailand,Phuket,https://sansiri.com/location/phuket-en/,internationalbuyers@sansiri.com,https://www.sansiri.com/agent-recruitment/en/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0386,developer,Setthasiri Kohkaew Retreat,Thailand,Phuket,https://sansiri.com/location/phuket-en/,internationalbuyers@sansiri.com,https://www.sansiri.com/agent-recruitment/en/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0387,developer,Botanica Foresta,Thailand,Phuket,https://www.botanicaluxuryvilla.com/,info@botanicaluxuryvilla.com,https://www.botanicaluxuryvilla.com/agent_club/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0388,developer,Botanica Hythe,Thailand,Phuket,https://www.botanicaluxuryvilla.com/,info@botanicaluxuryvilla.com,https://www.botanicaluxuryvilla.com/agent_club/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0389,developer,Laguna Lakeside,Thailand,Phuket,https://www.lagunaphuket.com/,SILK@lagunaphuket.com,https://www.lagunaphuket.com/contact-us/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0390,developer,Laguna Golf Residences Hibiscus,Thailand,Phuket,https://www.lagunaphuket.com/,SILK@lagunaphuket.com,https://www.lagunaphuket.com/contact-us/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0391,developer,The Ozone Residences,Thailand,Phuket,https://ozonephuket.com/,sales@theozonegroupphuket.com,https://ozonephuket.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0392,developer,The Ozone Kingdom,Thailand,Phuket,https://ozonephuket.com/,sales@theozonegroupphuket.com,https://ozonephuket.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0393,developer,Anchan Lagoon Villas,Thailand,Phuket,https://anchanvillas.com/,info@anchanvillas.com,https://anchanvillas.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0394,developer,Utopia Thalang,Thailand,Phuket,https://utopia.co.th/,unknown,https://utopia.co.th/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0395,developer,The Zero Bang Tao,Thailand,Phuket,https://thezerophuket.com/,unknown,https://thezerophuket.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0396,developer,The Zero Nai Yang,Thailand,Phuket,https://thezerophuket.com/,unknown,https://thezerophuket.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0397,developer,Anantara Layan Residences,Thailand,Phuket,https://www.anantara.com/en/layan-phuket,unknown,https://www.anantara.com/en/layan-phuket/contact,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0398,developer,Avadina Hills by Anantara,Thailand,Phuket,https://www.anantara.com/en/avadina-hills-phuket,unknown,https://www.anantara.com/en/avadina-hills-phuket/contact,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0399,developer,The Standard Residences Phuket,Thailand,Phuket,https://www.standardhotels.com/phuket,unknown,https://www.standardhotels.com/phuket,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0400,developer,The Naka Island Residences,Thailand,Phuket,https://www.marriott.com/en-us/hotels/hktni-the-naka-island-a-luxury-collection-resort-and-spa-phuket/,unknown,https://www.marriott.com/en-us/hotels/hktni-the-naka-island-a-luxury-collection-resort-and-spa-phuket/contact/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0401,developer,The Phuket Yacht Club Residences,Thailand,Phuket,https://www.thephuketyachtclub.com/,unknown,https://www.thephuketyachtclub.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
