agency_id,rank,company,city,website,segment,segmentation_basis,inherited_segment,overseas_status,greenfield_confirmed,pitch_mode,live_reviewed,review_join,decision_route_signal,readiness,owner_review_wave,send_status,source_url,source_checked_at,review_source_path,evidence_note,next_action
RU-A-88b929ad9fb4,81,Новый Город,Тюмень,https://newgorod.ru/,premium_investment,inherited_live_review,premium_investment,unknown,false,premium_phuket_fit,true,company_city,named_ceo,ready_for_owner_review,true,not_approved,https://newgorod.ru/,2026-09-15,sales/russia-live-50-segmentation.csv,CEO-level route and premium-property specialization; foreign desk not yet confirmed.,Check whether overseas property already active; personalize around premium Phuket supply.
RU-A-f5fc1e01e222,82,ВБН,Воронеж,https://vbnvrn.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://vbnvrn.ru/,2026-09-15,,Independent agency candidate in large regional market,Verify activity and decision maker
RU-A-82c11fc56582,83,Поместье,Иркутск,https://www.pomestye.com/,hold_segment_fit,inherited_live_review,far_east_regional,unknown,false,qualification_first,true,company_city,newbuild_signal,strong_regional_route,false,not_approved,https://www.pomestye.com/,2026-09-15,sales/russia-live-50-segmentation.csv,Eastern geography and new-build signal; named decision maker pending.,Find owner/commercial contact and premium/investment signal
RU-A-4c2c80ad2662,84,4 КОМНАТЫ,Воронеж,https://an4k.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://an4k.ru/,2026-09-15,,Independent regional agency candidate,Find owner/contact and new-build activity
RU-A-7c1efc75304e,85,Цитадель-А,Саратов,https://citadel-a.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://citadel-a.ru/,2026-09-15,,Regional agency expands geographic coverage of launch cohort,Find commercial decision maker
RU-A-0d80958b170c,86,Квадрат,Оренбург,https://novostrojki-orenburga.ru/,regional_new_build_candidate,source_cohort_signal_only,,unknown,false,new_build_fit_qualification,false,unmatched,,not_live_reviewed,false,not_approved,https://novostrojki-orenburga.ru/,2026-09-15,,New-build positioning is directly relevant to MIRA proposition,Find owner/partnership contact
RU-A-cff531c8f482,87,1-я Гильдия недвижимости,Оренбург,https://1gbn.ru/,regional_new_build,inherited_live_review,newbuild_regional,unknown,false,new_build_extension_fit,true,company_city,strong_b2b_general_route,strong_b2b_general_route,false,not_approved,https://1gbn.ru/,2026-09-15,sales/russia-live-50-segmentation.csv,Developer cooperation/exclusive-broker signal; named owner still pending.,Find owner/commercial contact
RU-A-77eb0da77a65,88,Руснедвижимость,Киров,https://rusned.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://rusned.ru/,2026-09-15,,Regional independent agency for non-capital pilot,Find decision maker and activity signal
RU-A-d06d131320e1,89,Хлынов Град,Киров,https://hlgrad43.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://hlgrad43.ru/,2026-09-15,,Local agency adds depth to regional cohort,Find owner/commercial contact
RU-A-102cc6796c0e,90,Регистрационное бюро,Киров,https://regburokirov.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://regburokirov.ru/,2026-09-15,,Regional agency candidate,Verify real-estate sales activity and decision maker
RU-A-9b77a71972eb,91,Бизнес и право,Киров,https://business-pravo.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://business-pravo.ru/,2026-09-15,,Potential agency/legal-advisory hybrid; needs qualification,Confirm real-estate brokerage activity before prioritization
RU-A-7a8099f0e11e,92,Люди PRO Киров,Киров,https://lyudipro.ru/,network_franchise_platform_candidate,source_cohort_signal_only,,unknown,false,hq_qualification,false,unmatched,,not_live_reviewed,false,not_approved,https://lyudipro.ru/,2026-09-15,,Recognizable real-estate network signal with regional presence,Resolve central/network relationship and find local decision maker
RU-A-65d4509dbf99,93,Глобус Недвижимость,Киров,https://globus43.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://globus43.ru/,2026-09-15,,Independent regional agency prospect,Find owner/commercial contact
RU-A-3dc0a90b30ef,94,АН Бонус,Киров,https://bonus43.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://bonus43.ru/,2026-09-15,,Additional regional agency prospect,Verify activity and decision maker
RU-A-62c76c2d9856,95,Центр Плюс,Киров,https://centerplus43.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://centerplus43.ru/,2026-09-15,,Regional agency candidate,Find owner/commercial contact
RU-A-5d3c255998e4,96,Огни Самары,Самара,https://ogni-samara.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://ogni-samara.ru/,2026-09-15,,Established Samara candidate for launch cohort,Find partnership owner
RU-A-484a9e681ef7,97,АФИНА-ЦЕНТР,Самара,https://afina-center.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://afina-center.ru/,2026-09-15,,Independent regional agency candidate,Verify decision maker and sales focus
RU-A-35cf745d9d3b,98,ДОМ НА ЛАДОНИ,Самара,https://domnaladoni.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://domnaladoni.ru/,2026-09-15,,Regional agency candidate with consumer-facing brand,Find owner/commercial contact
RU-A-ba8f04412e79,99,Амрита,Самара,https://amrita63.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://amrita63.ru/,2026-09-15,,Additional Samara regional prospect,Verify activity and decision maker
RU-A-4c2ce41eb11c,100,Пять Звезд,Самара,https://an5zvezd.ru/,hold_first_party_review,source_cohort_signal_only,,unknown,false,qualification_first,false,unmatched,,not_live_reviewed,false,not_approved,https://an5zvezd.ru/,2026-09-15,,Independent regional agency candidate,Find owner/commercial contact
